1 1:0.144982 2:2.07099 3:-0.0883798 4:3.6538 5:0.131455 6:1.88323 7:0.139928 8:1.66437 9:-0.0533013 10:2.82334
1 1:0.0587139 2:1.9636 3:0.164584 4:2.03433 5:0.163008 6:2.36082 7:0.0951142 8:2.18127 9:0.041758 10:1.96918
1 1:0.153874 2:2.07414 3:0.15576 4:1.90758 5:0.161517 6:1.76051 7:0.148777 8:1.48421 9:0.0912715 10:2.4383
1 1:0.161665 2:1.63183 3:0.144798 4:1.86768 5:0.207765 6:2.53487 7:0.125211 8:1.55106 9:0.127127 10:1.93381
1 1:0.100583 2:2.72739 3:0.0128885 4:1.48414 5:0.068896 6:2.47322 7:0.0871264 8:1.88964 9:0.180428 10:1.8205
1 1:0.155829 2:2.01973 3:0.064904 4:1.46274 5:-0.0732976 6:1.31671 7:0.00818978 8:1.52688 9:0.0138637 10:1.32076
1 1:0.109203 2:2.01584 3:0.122559 4:1.84733 5:0.124588 6:2.17691 7:0.15621 8:1.90659 9:0.231508 10:2.09412
1 1:0.132543 2:1.65481 3:0.0185566 4:2.0549 5:-0.0357068 6:1.88794 7:0.0783954 8:1.51321 9:0.000235043 10:1.42626
1 1:0.194448 2:2.8726 3:0.0924864 4:3.49887 5:0.133838 6:1.79393 7:0.0633609 8:1.61142 9:0.107859 10:1.66928
1 1:0.0334897 2:3.7988 3:0.149343 4:3.52878 5:0.155533 6:1.76777 7:0.165259 8:3.11171 9:0.101048 10:3.25171
1 1:0.00899078 2:2.26706 3:0.0535969 4:2.16007 5:0.140698 6:2.05691 7:0.149515 8:2.22546 9:0.0505312 10:2.1919
1 1:-0.128984 2:3.66352 3:0.135535 4:1.63246 5:0.0604398 6:1.98589 7:-0.00473592 8:1.73685 9:0.123997 10:2.296
1 1:-0.0405566 2:2.02189 3:-0.220226 4:2.45061 5:-0.0572583 6:2.71137 7:-0.068118 8:3.20217 9:-0.0906701 10:1.513
1 1:-0.354257 2:12.2982 3:-0.0402998 4:1.60951 5:-0.220603 6:2.2828 7:-0.10057 8:2.03976 9:-0.0134443 10:2.43576
1 1:-0.15518 2:2.5763 3:-0.103441 4:2.10175 5:-0.199416 6:1.89148 7:-0.190849 8:1.53177 9:0.0839608 10:1.75426
1 1:0.0217028 2:1.90486 3:0.123665 4:2.40894 5:-0.292522 6:6.65423 7:0.142265 8:2.24023 9:0.12066 10:2.3777
1 1:0.0177971 2:2.34842 3:0.172079 4:2.44751 5:-0.453633 6:6.97797 7:0.103469 8:1.78598 9:0.111363 10:1.68441
1 1:0.081028 2:2.39884 3:-0.32316 4:8.42198 5:0.209785 6:2.91677 7:0.167036 8:2.20904 9:0.0939471 10:4.14084
1 1:0.182753 2:3.044 3:0.176343 4:2.38302 5:0.12961 6:2.44864 7:0.00557577 8:2.64754 9:0.00751436 10:2.40055
1 1:-0.335112 2:2.70537 3:-0.131686 4:2.20013 5:-0.344772 6:3.01216 7:-0.160248 8:2.77553 9:-0.270501 10:1.72651
1 1:0.0916978 2:2.40284 3:0.12638 4:2.15055 5:0.0858799 6:2.77665 7:-0.29395 8:6.022 9:0.151969 10:2.21956
1 1:0.0537863 2:2.32406 3:0.0877369 4:2.50743 5:0.0436652 6:2.52571 7:0.00308186 8:2.76398 9:0.127675 10:1.58164
1 1:0.0549747 2:3.229 3:0.0812778 4:3.16595 5:0.153386 6:2.31237 7:0.0563355 8:2.09066 9:0.121304 10:2.81281
1 1:0.0934597 2:2.54933 3:-0.081906 4:1.95957 5:0.0598315 6:2.40782 7:0.101448 8:2.15892 9:0.0771136 10:2.04463
1 1:0.0664279 2:2.92347 3:0.175979 4:2.56454 5:-0.0676735 6:7.05563 7:0.143425 8:2.35785 9:0.141342 10:2.37337
1 1:0.0443841 2:2.55925 3:0.115828 4:1.73549 5:0.0746706 6:1.60474 7:0.0911411 8:2.46924 9:0.118651 10:2.11635
